equipe,player_name,player_id,player_country_code,positions,age,per90_gls,per90_ast,per90_non_pen_gls,per90_xg,per90_xag,per90_non_pen_xg,pct_sot,per90_sh,per90_sot,gls_per_sh,npxg_per_sh,pct_pass_cmp,pct_pass_cmp_s,pct_pass_cmp_m,pct_pass_cmp_l,per90_sca,per90_gca,pct_tkl_drb_suc,pct_take_on_suc,pct_take_on_tkld,pct_squad_min,per90_plus_minus,per90_on_off,per90_x_plus_minus,per90_x_on_off,pct_air_dual_won,gls_and_ast_per90,pk_made_per90,pk_att_per90,yellow_cards_per90,red_cards_per90,carries_prog_per90,passes_prog_per90,fk_sh_per90,gls_xg_diff_per90,non_pen_gls_xg_diff_per90,pass_cmp_per90,pass_att_per90,pass_ttl_dist_per90,pass_cmp_s_per90,pass_att_s_per90,pass_cmp_m_per90,pass_att_m_per90,pass_cmp_l_per90,pass_att_l_per90,xa_per90,ast_xag_diff_per90,pass_prog_per90,pass_prog_ttl_dist_per90,key_passes_per90,pass_fthird_per90,pass_opp_box_per90,cross_opp_box_per90,pass_live_per90,pass_dead_per90,pass_fk_per90,through_balls_per90,switches_per90,crosses_per90,pass_offside_per90,pass_blocked_per90,throw_ins_per90,ck_per90,ck_in_swinger_per90,ck_out_swinger_per90,ck_straight_per90,ttl_sca_per90,pass_live_sca_per90,pass_dead_sca_per90,take_on_sca_per90,sh_sca_per90,fld_sca_per90,def_sca_per90,pass_live_gca_per90,pass_dead_gca_per90,take_on_gca_per90,sh_gca_per90,fld_gca_per90,def_gca_per90,tkl_per90,tkl_won_per90,tkl_def_third_per90,tkl_mid_third_per90,tkl_att_third_per90,tkl_drb_per90,tkl_drb_att_per90,blocks_per90,sh_blocked_per90,int_per90,tkl_plus_int_per90,clearances_per90,def_error_per90,touches_per90,touch_def_box_per90,touch_def_third_per90,touch_mid_third_per90,touch_fthird_per90,touch_opp_box_per90,touch_live_per90,take_on_att_per90,take_on_suc_per90,take_on_tkld_per90,carries_per90,ttl_carries_dist_per90,ttl_carries_prog_dist_per90,carries_fthird_per90,carries_opp_box_per90,carries_miscontrolled_per90,carries_dispossessed_per90,pass_recvd_per90,pass_prog_rcvd_per90,team_gls_on_pitch_per90,team_gls_ag_on_pitch_per90,team_xg_on_pitch_per90,team_xg_ag_on_pitch_per90,second_yellow_cards_per90,fls_com_per90,fls_drawn_per90,offside_per90,pk_won_per90,pk_conceded_per90,og_per90,ball_recov_per90,air_dual_won_per90,air_dual_lost_per90
Lens,Abdukodir Khusanov,d17ce930,UZB,DF,20.0,0.0,0.0,0.0,0.02,0.03,0.02,66.7,0.55,0.37,0.0,0.04,88.1,92.6,92.4,67.2,1.02,0.0,63.6,100.0,0.0,31.9,0.28,0.28,0.12,-0.11,69.2,0.0,0.0,0.0,0.18461538461538463,0.09230769230769231,0.18461538461538463,3.9692307692307693,0.18461538461538463,-0.018461538461538463,-0.018461538461538463,44.58461538461538,50.58461538461538,825.4153846153846,16.06153846153846,17.353846153846153,23.53846153846154,25.476923076923075,3.9692307692307693,5.907692307692308,0.018461538461538463,-0.027692307692307693,3.9692307692307693,347.9076923076923,0.18461538461538463,3.6,0.36923076923076925,0.09230769230769231,48.09230769230769,2.4,1.2,0.0,0.27692307692307694,0.46153846153846156,0.09230769230769231,0.27692307692307694,0.7384615384615385,0.0,0.0,0.0,0.0,1.0153846153846153,0.8307692307692308,0.0,0.0,0.18461538461538463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3846153846153846,1.0153846153846153,0.8307692307692308,0.46153846153846156,0.09230769230769231,0.6461538461538462,1.0153846153846153,1.5692307692307692,1.0153846153846153,2.4,3.7846153846153845,5.2615384615384615,0.0,63.04615384615385,8.307692307692308,30.923076923076923,29.723076923076924,3.1384615384615384,0.36923076923076925,63.04615384615385,0.09230769230769231,0.09230769230769231,0.0,31.29230769230769,134.03076923076924,59.261538461538464,0.36923076923076925,0.0,0.46153846153846156,0.09230769230769231,36.184615384615384,0.5538461538461539,1.1076923076923078,0.8307692307692308,1.32,1.2092307692307693,0.0,1.2,0.27692307692307694,0.0,0.0,0.09230769230769231,0.0,4.615384615384615,2.4923076923076923,1.1076923076923078
Rennes,Anthony Rouault,9b545925,FRA,DF,23.0,0.0,0.0,0.0,0.05,0.0,0.05,42.9,0.65,0.28,0.0,0.07,91.6,95.2,97.0,64.9,0.93,0.0,100.0,46.0,49.6,31.8,0.19,0.23,0.01,-0.1,65.1,0.0,0.0,0.0,0.2777777777777778,0.0,0.2777777777777778,3.3333333333333335,0.0,-0.046296296296296294,-0.046296296296296294,57.68518518518518,62.96296296296296,1123.4259259259259,16.48148148148148,17.314814814814813,36.01851851851852,37.129629629629626,4.444444444444445,6.851851851851852,0.018518518518518517,0.0,3.3333333333333335,411.5740740740741,0.09259259259259259,3.611111111111111,0.18518518518518517,0.0,60.27777777777778,2.5925925925925926,1.6666666666666667,0.0,0.09259259259259259,0.0,0.09259259259259259,0.6481481481481481,0.0,0.0,0.0,0.0,0.0,0.9259259259259259,0.8333333333333334,0.0,0.0,0.0,0.0,0.09259259259259259,0.0,0.0,0.0,0.0,0.0,0.0,1.1111111111111112,0.7407407407407407,0.9259259259259259,0.18518518518518517,0.0,0.37037037037037035,0.37037037037037035,1.2037037037037037,1.0185185185185186,0.7407407407407407,1.8518518518518519,6.018518518518518,0.0,72.77777777777777,11.018518518518519,34.166666666666664,36.94444444444444,1.7592592592592593,0.8333333333333334,72.77777777777777,0.0,0.0,0.0,44.907407407407405,210.83333333333334,120.92592592592592,0.18518518518518517,0.0,0.09259259259259259,0.18518518518518517,51.574074074074076,0.0,1.8518518518518519,1.6666666666666667,1.5277777777777777,1.5185185185185184,0.0,0.6481481481481481,0.09259259259259259,0.09259259259259259,0.0,0.0,0.0,4.444444444444445,2.5925925925925926,1.3888888888888888
Auxerre,Ado Onaiwu,ff4df82e,JPN,"MF,FW",28.0,0.38,0.09,0.38,0.37,0.1,0.37,60.9,2.16,1.32,0.17,0.18,73.3,78.6,78.7,69.2,2.63,0.09,28.6,44.0,52.0,31.3,0.0,0.13,-0.69,-0.25,58.7,0.4702194357366771,0.0,0.0,0.09404388714733543,0.09404388714733543,1.598746081504702,3.103448275862069,0.0,0.0,0.0,22.66457680250784,30.940438871473354,299.90595611285266,13.448275862068966,17.115987460815045,6.58307210031348,8.369905956112852,0.8463949843260188,1.2225705329153604,0.10344827586206898,-0.009404388714733543,3.103448275862069,76.4576802507837,0.9404388714733543,1.974921630094044,0.8463949843260188,0.3761755485893417,30.188087774294672,0.3761755485893417,0.0,0.09404388714733543,0.0,0.658307210031348,0.3761755485893417,1.316614420062696,0.09404388714733543,0.0,0.0,0.0,0.0,2.633228840125392,2.1630094043887147,0.0,0.0,0.18808777429467086,0.18808777429467086,0.09404388714733543,0.09404388714733543,0.0,0.0,0.0,0.0,0.0,1.0344827586206897,0.658307210031348,0.18808777429467086,0.5642633228840125,0.28213166144200624,0.3761755485893417,1.316614420062696,1.128526645768025,0.0,0.28213166144200624,1.316614420062696,1.128526645768025,0.0,43.07210031347962,0.8463949843260188,4.7962382445141065,20.9717868338558,18.150470219435736,2.8213166144200628,43.07210031347962,2.3510971786833856,1.0344827586206897,1.2225705329153604,25.203761755485893,128.1818181818182,64.60815047021944,1.598746081504702,0.3761755485893417,2.727272727272727,2.0689655172413794,32.539184952978054,6.959247648902822,1.6927899686520376,1.6927899686520376,1.3448275862068966,2.0313479623824455,0.0,0.8463949843260188,1.128526645768025,0.28213166144200624,0.0,0.0,0.0,4.231974921630094,3.479623824451411,2.445141065830721
Le Havre,Junior Mwanga,ee158be5,FRA,MF,21.0,0.09,0.19,0.09,0.12,0.1,0.12,18.8,1.51,0.28,0.06,0.08,82.2,85.7,92.3,58.3,2.27,0.47,57.9,43.8,56.3,31.1,-0.57,0.5,-0.62,0.01,56.3,0.28361344537815125,0.0,0.0,0.09453781512605042,0.09453781512605042,1.4180672268907564,3.9705882352941178,0.18907563025210083,-0.028361344537815126,-0.028361344537815126,34.60084033613445,42.069327731092436,677.4579831932773,12.478991596638656,14.558823529411764,16.922268907563026,18.340336134453782,4.632352941176471,7.9411764705882355,0.13235294117647056,0.09453781512605042,3.9705882352941178,216.39705882352942,0.6617647058823529,3.4978991596638656,0.37815126050420167,0.18907563025210083,39.516806722689076,2.457983193277311,1.3235294117647058,0.09453781512605042,0.37815126050420167,1.9852941176470589,0.09453781512605042,0.28361344537815125,0.18907563025210083,0.9453781512605042,0.8508403361344538,0.09453781512605042,0.0,2.26890756302521,1.6071428571428572,0.37815126050420167,0.0,0.28361344537815125,0.0,0.0,0.37815126050420167,0.0,0.0,0.09453781512605042,0.0,0.0,2.457983193277311,1.5126050420168067,0.9453781512605042,1.2289915966386555,0.28361344537815125,1.0399159663865547,1.796218487394958,0.9453781512605042,0.28361344537815125,0.7563025210084033,3.2142857142857144,1.7016806722689075,0.18907563025210083,52.46848739495798,2.552521008403361,14.747899159663865,30.441176470588236,8.319327731092438,1.134453781512605,52.46848739495798,1.5126050420168067,0.6617647058823529,0.8508403361344538,29.779411764705884,165.53571428571428,79.78991596638656,0.6617647058823529,0.18907563025210083,0.8508403361344538,1.4180672268907564,32.331932773109244,1.4180672268907564,1.6071428571428572,2.1743697478991595,1.3424369747899159,1.9663865546218486,0.0,1.796218487394958,0.5672268907563025,0.0,0.0,0.0,0.0,5.766806722689076,0.8508403361344538,0.6617647058823529
Lyon,Thiago Almada,27f33438,ARG,"MF,FW",23.0,0.09,0.38,0.09,0.19,0.25,0.19,21.7,2.18,0.47,0.04,0.09,84.9,92.3,91.0,47.6,4.92,1.04,33.3,57.1,35.7,31.1,1.14,0.84,1.13,1.02,33.3,0.47318611987381703,0.0,0.0,0.28391167192429023,0.0,3.5962145110410093,9.17981072555205,0.0946372239747634,-0.0946372239747634,-0.0946372239747634,60.094637223974765,70.78864353312302,949.589905362776,33.02839116719243,35.77287066246057,21.95583596214511,24.13249211356467,3.690851735015773,7.760252365930599,0.22712933753943218,0.13249211356466875,9.17981072555205,258.83280757097793,2.082018927444795,5.488958990536277,1.8927444794952681,0.1892744479495268,63.217665615141954,6.719242902208202,2.6498422712933754,0.47318611987381703,0.7570977917981072,4.44794952681388,0.8517350157728707,0.5678233438485805,0.5678233438485805,3.312302839116719,1.8927444794952681,0.6624605678233438,0.0,4.921135646687697,3.690851735015773,0.7570977917981072,0.0946372239747634,0.28391167192429023,0.0946372239747634,0.0,0.9463722397476341,0.0,0.0,0.0,0.0946372239747634,0.0,1.3249211356466877,0.7570977917981072,0.6624605678233438,0.47318611987381703,0.1892744479495268,0.6624605678233438,1.9873817034700316,0.1892744479495268,0.0,0.6624605678233438,1.9873817034700316,0.5678233438485805,0.28391167192429023,78.64353312302839,1.7981072555205047,12.870662460567823,36.15141955835962,30.094637223974765,2.9337539432176656,78.64353312302839,1.3249211356466877,0.7570977917981072,0.47318611987381703,53.753943217665615,279.8422712933754,140.34700315457414,3.217665615141956,0.9463722397476341,1.608832807570978,0.8517350157728707,61.70347003154574,4.73186119873817,2.555205047318612,1.4195583596214512,2.271293375394322,1.135646687697161,0.0,0.9463722397476341,0.7570977917981072,0.0946372239747634,0.0946372239747634,0.0,0.0,5.299684542586751,0.0946372239747634,0.1892744479495268
Lyon,Sael Kumbedi,c385bf49,FRA,DF,19.0,0.0,0.0,0.0,0.03,0.03,0.03,50.0,0.38,0.19,0.0,0.08,85.7,91.7,89.6,41.7,1.42,0.38,70.0,40.9,54.5,31.1,0.57,0.01,-0.12,-0.8,30.0,0.0,0.0,0.0,0.1892744479495268,0.0,2.176656151419558,3.501577287066246,0.0,-0.028391167192429023,-0.028391167192429023,41.261829652996845,48.170347003154575,570.378548895899,24.13249211356467,26.309148264984227,14.668769716088327,16.37223974763407,0.9463722397476341,2.271293375394322,0.07570977917981073,-0.028391167192429023,3.501577287066246,154.25867507886434,0.47318611987381703,1.7981072555205047,1.3249211356466877,0.1892744479495268,42.30283911671924,5.7728706624605675,0.47318611987381703,0.0946372239747634,0.0,1.3249211356466877,0.0946372239747634,1.0410094637223974,5.299684542586751,0.0,0.0,0.0,0.0,1.4195583596214512,1.2302839116719242,0.0,0.0,0.0946372239747634,0.0946372239747634,0.0,0.3785488958990536,0.0,0.0,0.0,0.0,0.0,2.6498422712933754,1.3249211356466877,1.0410094637223974,1.2302839116719242,0.3785488958990536,1.3249211356466877,1.8927444794952681,1.0410094637223974,0.28391167192429023,0.7570977917981072,3.406940063091483,3.028391167192429,0.0946372239747634,59.526813880126184,2.6498422712933754,17.129337539432175,25.457413249211356,17.034700315457414,1.8927444794952681,59.526813880126184,2.082018927444795,0.8517350157728707,1.135646687697161,30.662460567823345,131.73501577287067,82.42902208201893,1.4195583596214512,0.5678233438485805,0.9463722397476341,1.0410094637223974,39.65299684542587,6.719242902208202,1.7034700315457414,1.135646687697161,1.3438485804416405,1.4574132492113565,0.0,1.608832807570978,0.9463722397476341,0.0,0.0,0.0,0.0,3.028391167192429,0.28391167192429023,0.6624605678233438
Nantes,Marcus Coco,3010aefb,FRA,DF,28.0,0.0,0.09,0.0,0.01,0.12,0.01,0.0,0.19,0.0,0.0,0.03,79.5,91.3,80.8,52.5,1.89,0.09,51.6,30.0,70.0,31.1,-0.66,-0.41,-0.4,0.12,56.7,0.0946372239747634,0.0,0.0,0.28391167192429023,0.1892744479495268,1.135646687697161,3.217665615141956,0.0,-0.00946372239747634,-0.00946372239747634,36.34069400630915,45.709779179810724,612.7760252365931,17.79179810725552,19.49526813880126,14.763406940063092,18.264984227129336,3.028391167192429,5.7728706624605675,0.10410094637223977,-0.01892744479495268,3.217665615141956,231.57728706624604,0.9463722397476341,2.9337539432176656,0.9463722397476341,0.5678233438485805,37.85488958990536,7.570977917981073,0.9463722397476341,0.0,0.0,2.6498422712933754,0.28391167192429023,0.5678233438485805,6.624605678233438,0.0,0.0,0.0,0.0,1.8927444794952681,1.608832807570978,0.28391167192429023,0.0,0.0,0.0,0.0,0.0946372239747634,0.0,0.0,0.0,0.0,0.0,2.555205047318612,1.9873817034700316,1.4195583596214512,0.8517350157728707,0.28391167192429023,1.5141955835962144,2.9337539432176656,1.5141955835962144,0.47318611987381703,1.0410094637223974,3.5962145110410093,4.353312302839116,0.0,57.53943217665615,4.44794952681388,18.738170347003155,27.917981072555204,11.261829652996845,0.3785488958990536,57.53943217665615,0.9463722397476341,0.28391167192429023,0.6624605678233438,28.107255520504733,125.77287066246056,55.17350157728707,0.8517350157728707,0.0946372239747634,1.0410094637223974,0.5678233438485805,32.64984227129337,3.7854889589905363,1.2302839116719242,1.8927444794952681,1.3059936908517351,1.7034700315457414,0.0,2.8391167192429023,1.608832807570978,0.0,0.0,0.0,0.0,3.9747634069400632,1.608832807570978,1.2302839116719242
Strasbourg,Abakar Sylla,29c91632,CIV,DF,21.0,0.09,0.0,0.09,0.04,0.01,0.04,20.0,0.47,0.09,0.2,0.08,88.6,91.8,92.7,48.9,0.38,0.09,88.2,50.0,50.0,31.0,-0.57,-1.34,-0.45,-0.36,57.1,0.09473684210526316,0.0,0.0,0.18947368421052632,0.09473684210526316,0.0,1.9894736842105263,0.0,0.056842105263157895,0.056842105263157895,55.23157894736842,62.33684210526316,945.4736842105264,21.221052631578946,23.11578947368421,31.45263157894737,33.915789473684214,2.0842105263157893,4.2631578947368425,0.009473684210526316,-0.009473684210526316,1.9894736842105263,341.33684210526314,0.09473684210526316,1.9894736842105263,0.09473684210526316,0.0,55.8,6.536842105263158,2.3684210526315788,0.0,0.09473684210526316,0.09473684210526316,0.0,0.6631578947368421,1.1368421052631579,0.0,0.0,0.0,0.0,0.37894736842105264,0.28421052631578947,0.0,0.0,0.09473684210526316,0.0,0.0,0.0,0.0,0.0,0.09473684210526316,0.0,0.0,2.557894736842105,1.4210526315789473,1.3263157894736841,1.0421052631578946,0.18947368421052632,1.4210526315789473,1.6105263157894736,1.7052631578947368,0.9473684210526315,1.0421052631578946,3.6,5.968421052631579,0.0,74.93684210526315,14.305263157894737,48.31578947368421,24.442105263157895,2.463157894736842,0.8526315789473684,74.93684210526315,0.5684210526315789,0.28421052631578947,0.28421052631578947,40.26315789473684,141.1578947368421,58.54736842105263,0.09473684210526316,0.0,0.47368421052631576,0.37894736842105264,47.084210526315786,0.28421052631578947,1.4210526315789473,1.9894736842105263,1.4778947368421054,1.9231578947368422,0.0,1.6105263157894736,0.6631578947368421,0.0,0.0,0.0,0.09473684210526316,3.694736842105263,1.894736842105263,1.4210526315789473
Montpellier,Yael Mouanga,153e48e0,FRA,DF,19.0,0.0,0.0,0.0,0.01,0.02,0.01,0.0,0.1,0.0,0.0,0.1,87.7,93.8,91.6,61.1,0.57,0.0,77.8,100.0,0.0,30.9,-1.9,-0.37,-0.97,-0.13,48.3,0.0,0.0,0.0,0.2854122621564482,0.0,0.38054968287526425,2.0930232558139537,0.0,-0.009513742071881607,-0.009513742071881607,39.95771670190275,45.5708245243129,718.7632135306554,15.887949260042284,16.93446088794926,19.693446088794925,21.50105708245243,3.13953488372093,5.137420718816068,0.009513742071881607,-0.019027484143763214,2.0930232558139537,247.07188160676532,0.19027484143763213,2.3784355179704018,0.09513742071881606,0.09513742071881606,42.906976744186046,2.568710359408034,1.1416490486257929,0.0,0.09513742071881606,0.19027484143763213,0.09513742071881606,0.38054968287526425,0.0,0.0,0.0,0.0,0.0,0.5708245243128964,0.38054968287526425,0.09513742071881606,0.0,0.09513742071881606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.331923890063425,0.7610993657505285,0.8562367864693446,0.2854122621564482,0.19027484143763213,0.6659619450317125,0.8562367864693446,1.522198731501057,0.7610993657505285,0.9513742071881607,2.2832980972515857,4.7568710359408035,0.0,56.035940803382665,8.752642706131079,30.063424947145876,24.069767441860463,2.0930232558139537,0.38054968287526425,56.035940803382665,0.47568710359408034,0.47568710359408034,0.0,32.061310782241016,177.14587737843553,89.90486257928119,0.47568710359408034,0.19027484143763213,0.8562367864693446,0.2854122621564482,36.723044397463,0.19027484143763213,0.47568710359408034,2.3784355179704018,0.8372093023255816,1.8076109936575053,0.0,0.9513742071881607,0.47568710359408034,0.09513742071881606,0.0,0.0,0.0,2.758985200845666,1.331923890063425,1.427061310782241
Le Havre,Antoine Joujou,f9124307,FRA,"MF,FW",21.0,0.0,0.19,0.0,0.06,0.29,0.06,18.2,1.05,0.19,0.0,0.06,64.8,72.7,63.1,52.2,3.53,0.29,60.0,49.2,49.2,30.8,-0.67,0.35,-0.27,0.53,21.7,0.19088016967126192,0.0,0.0,0.09544008483563096,0.0,4.199363732767763,1.7179215270413575,0.0,-0.05726405090137858,-0.05726405090137858,16.129374337221634,24.909862142099684,237.26405090137857,8.87592788971368,12.216330858960763,5.058324496288441,8.016967126193,1.1452810180275717,2.1951219512195124,0.2767762460233298,-0.09544008483563096,1.7179215270413575,65.56733828207847,1.4316012725344645,0.7635206786850477,1.4316012725344645,0.9544008483563097,24.62354188759279,0.2863202545068929,0.0,0.09544008483563096,0.09544008483563096,3.531283138918346,0.0,1.3361611876988335,0.19088016967126192,0.09544008483563096,0.09544008483563096,0.0,0.0,3.531283138918346,2.1951219512195124,0.0,0.6680805938494168,0.38176033934252385,0.19088016967126192,0.09544008483563096,0.19088016967126192,0.0,0.09544008483563096,0.0,0.0,0.0,1.5270413573700954,1.0498409331919407,0.9544008483563097,0.38176033934252385,0.19088016967126192,0.8589607635206787,1.4316012725344645,1.4316012725344645,0.2863202545068929,0.8589607635206787,2.3860021208907742,1.8133616118769884,0.0,39.79851537645811,1.4316012725344645,7.635206786850477,13.934252386002122,19.660657476139978,3.7221633085896078,39.79851537645811,5.821845174973489,2.863202545068929,2.863202545068929,23.76458112407211,199.08801696712618,98.49416755037116,2.1951219512195124,1.6224814422057263,3.0540827147401908,1.6224814422057263,24.146341463414632,8.112407211028632,1.3361611876988335,2.00424178154825,1.5079533404029692,1.765641569459173,0.0,0.6680805938494168,0.6680805938494168,0.19088016967126192,0.0,0.0,0.0,5.630965005302227,0.47720042417815484,1.7179215270413575
Angers,Ibrahima Niane,46faabfa,SEN,FW,25.0,0.29,0.1,0.19,0.55,0.1,0.47,34.5,2.77,0.95,0.07,0.17,68.4,75.9,65.9,58.3,2.0,0.38,100.0,31.6,57.9,30.8,-0.57,0.07,0.03,0.97,41.3,0.38176033934252385,0.09544008483563096,0.09544008483563096,0.0,0.0,1.8133616118769884,0.8589607635206787,0.0,-0.25768822905620364,-0.2767762460233298,12.407211028632025,18.133616118769883,164.15694591728527,7.826086956521739,10.307529162248144,2.767762460233298,4.199363732767763,0.6680805938494168,1.1452810180275717,0.03817603393425239,0.0,0.8589607635206787,28.154825026511134,0.8589607635206787,1.2407211028632026,0.19088016967126192,0.0,16.224814422057264,1.7179215270413575,0.19088016967126192,0.09544008483563096,0.19088016967126192,0.19088016967126192,0.19088016967126192,0.38176033934252385,0.0,0.0,0.0,0.0,0.0,2.00424178154825,1.0498409331919407,0.0,0.09544008483563096,0.38176033934252385,0.47720042417815484,0.0,0.09544008483563096,0.0,0.0,0.19088016967126192,0.09544008483563096,0.0,0.6680805938494168,0.2863202545068929,0.2863202545068929,0.19088016967126192,0.19088016967126192,0.2863202545068929,0.2863202545068929,0.5726405090137858,0.09544008483563096,0.19088016967126192,0.8589607635206787,0.5726405090137858,0.19088016967126192,29.777306468716862,0.7635206786850477,2.576882290562036,13.934252386002122,13.83881230116649,4.7720042417815485,29.68186638388123,1.8133616118769884,0.5726405090137858,1.0498409331919407,17.370095440084835,89.14103923647932,40.46659597030753,1.4316012725344645,0.7635206786850477,3.3404029692470836,1.6224814422057263,21.951219512195124,4.7720042417815485,1.2407211028632026,1.8133616118769884,1.5747613997879109,1.5461293743372215,0.0,1.4316012725344645,2.863202545068929,0.8589607635206787,0.09544008483563096,0.0,0.0,3.0540827147401908,2.481442205726405,3.531283138918346
Auxerre,Theo Bair,c724745e,CAN,FW,24.0,0.19,0.1,0.19,0.29,0.11,0.29,50.0,2.49,1.25,0.08,0.12,62.0,68.9,57.1,37.5,1.63,0.19,0.0,25.0,75.0,30.7,-0.1,-0.01,-0.34,0.26,54.5,0.28753993610223644,0.0,0.0,0.09584664536741214,0.0,1.4376996805111821,1.5335463258785942,0.0,-0.09584664536741214,-0.09584664536741214,12.651757188498403,20.415335463258785,147.41214057507986,8.05111821086262,11.69329073482428,2.68370607028754,4.696485623003195,0.28753993610223644,0.7667731629392971,0.08626198083067092,-0.019169329073482427,1.5335463258785942,34.40894568690096,0.9584664536741214,0.9584664536741214,0.0,0.0,19.7444089456869,0.670926517571885,0.0,0.0,0.09584664536741214,0.670926517571885,0.0,0.4792332268370607,0.09584664536741214,0.0,0.0,0.0,0.0,1.6293929712460065,1.34185303514377,0.0,0.09584664536741214,0.19169329073482427,0.0,0.0,0.09584664536741214,0.0,0.0,0.09584664536741214,0.0,0.0,0.38338658146964855,0.28753993610223644,0.09584664536741214,0.19169329073482427,0.09584664536741214,0.0,0.19169329073482427,0.5750798722044729,0.19169329073482427,0.28753993610223644,0.670926517571885,0.9584664536741214,0.0,29.329073482428115,1.0543130990415335,2.587859424920128,12.747603833865815,14.089456869009584,4.792332268370607,29.329073482428115,0.7667731629392971,0.19169329073482427,0.5750798722044729,13.706070287539935,61.72523961661342,27.603833865814696,0.38338658146964855,0.8626198083067093,1.7252396166134185,0.670926517571885,20.894568690095845,4.02555910543131,1.2460063897763578,1.34185303514377,1.2364217252396166,1.5814696485623003,0.0,1.9169329073482428,0.4792332268370607,0.7667731629392971,0.0,0.0,0.0,1.4376996805111821,5.271565495207668,4.4089456869009584
Marseille,Ulisses Garcia,c952f633,SUI,DF,28.0,0.19,0.19,0.19,0.15,0.14,0.15,25.0,0.77,0.19,0.25,0.19,84.7,90.2,85.7,74.4,1.93,0.68,28.6,38.9,61.1,30.4,1.26,0.67,0.75,0.29,73.9,0.3870967741935484,0.0,0.0,0.1935483870967742,0.0,2.225806451612903,5.129032258064516,0.0,0.04838709677419355,0.04838709677419355,51.774193548387096,61.16129032258065,810.5806451612904,26.70967741935484,29.612903225806452,20.806451612903224,24.29032258064516,2.806451612903226,3.774193548387097,0.11612903225806452,0.05806451612903226,5.129032258064516,229.3548387096774,0.7741935483870968,3.870967741935484,0.967741935483871,0.4838709677419355,51.87096774193548,9.096774193548388,1.4516129032258065,0.0,0.1935483870967742,3.3870967741935485,0.1935483870967742,1.4516129032258065,7.161290322580645,0.0,0.0,0.0,0.0,1.935483870967742,1.4516129032258065,0.0,0.1935483870967742,0.0,0.1935483870967742,0.0967741935483871,0.4838709677419355,0.0,0.0967741935483871,0.0,0.0967741935483871,0.0,1.3548387096774193,1.064516129032258,0.6774193548387096,0.4838709677419355,0.1935483870967742,0.3870967741935484,1.3548387096774193,0.4838709677419355,0.0967741935483871,0.7741935483870968,2.129032258064516,1.7419354838709677,0.0,68.90322580645162,2.3225806451612905,14.709677419354838,34.54838709677419,19.93548387096774,2.032258064516129,68.90322580645162,1.7419354838709677,0.6774193548387096,1.064516129032258,37.354838709677416,170.2258064516129,83.03225806451613,0.967741935483871,0.0967741935483871,1.4516129032258065,1.064516129032258,46.45161290322581,8.419354838709678,2.5161290322580645,1.2580645161290323,1.9064516129032258,1.1516129032258065,0.0,0.7741935483870968,0.8709677419354839,0.1935483870967742,0.0967741935483871,0.0,0.0,4.645161290322581,1.6451612903225807,0.5806451612903226
Rennes,Jérémy Jacquet,cef70c94,FRA,DF,19.0,0.0,0.1,0.0,0.08,0.08,0.08,37.5,0.78,0.29,0.0,0.1,83.5,82.8,88.5,79.7,0.87,0.1,63.6,62.5,25.0,30.3,0.49,0.65,0.37,0.43,65.5,0.0970873786407767,0.0,0.0,0.0,0.0,0.7766990291262136,3.883495145631068,0.0,-0.07766990291262135,-0.07766990291262135,41.16504854368932,49.320388349514566,817.3786407766991,11.650485436893204,14.077669902912621,24.563106796116504,27.766990291262136,4.563106796116505,5.728155339805825,0.06796116504854369,0.019417475728155338,3.883495145631068,293.20388349514565,0.3883495145631068,4.757281553398058,0.0970873786407767,0.0,45.728155339805824,3.3980582524271843,2.233009708737864,0.0970873786407767,0.3883495145631068,0.2912621359223301,0.1941747572815534,0.970873786407767,1.1650485436893203,0.0,0.0,0.0,0.0,0.8737864077669902,0.8737864077669902,0.0,0.0,0.0,0.0,0.0,0.0970873786407767,0.0,0.0,0.0,0.0,0.0,2.5242718446601944,1.6504854368932038,1.0679611650485437,0.7766990291262136,0.6796116504854369,1.3592233009708738,2.1359223300970873,0.8737864077669902,0.2912621359223301,2.621359223300971,5.145631067961165,4.368932038834951,0.0970873786407767,60.87378640776699,5.339805825242719,21.941747572815533,33.980582524271846,5.922330097087379,0.970873786407767,60.87378640776699,0.7766990291262136,0.4854368932038835,0.1941747572815534,34.271844660194176,167.8640776699029,83.59223300970874,0.8737864077669902,0.0970873786407767,0.5825242718446602,0.2912621359223301,39.61165048543689,0.3883495145631068,1.8446601941747574,1.3592233009708738,1.8349514563106795,1.4660194174757282,0.0,1.2621359223300972,0.5825242718446602,0.0,0.0,0.0,0.0,3.9805825242718447,1.8446601941747574,0.970873786407767
